id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication,会员类型,会员等级
5032581462493472,OdFAKasFi,1739746697,上海交通大学,#南洋资讯#【上海交通大学新型轻质防热涂层材料助推“长征六号丙”运载火箭首飞】2024年5月7日11时21分，长征六号丙运载火箭在我国太原卫星发射中心成功发射，顺利将海王星01星等4颗卫星送入预定轨道，发射任务取得圆满成功。此次任务是长征六号丙运载火箭的首次飞行，标志着长征火箭家族再添新成员，进一步完善了我国新一代长征系列运载火箭型谱，推动我国现役运载火箭加速迈向更新换代。O上海交通大学新型轻质防热涂层材料助推“长征六号丙”运载火箭首飞,,,,南洋资讯,0,3,8,2024-05-10 20:33,微博 weibo.com,,,,上海,蓝V,超级会员,1
5032395721936218,OdALa87Hk,2418433987,西南交通大学,早安交大超话要做一件事，总能找到时间和理由；不要做一件事，总能找到借口。——张爱玲早安～筒子们，美好的一天开始啦～图via：交大新媒体中心摄影团,,,,,0,1,11,2024-05-10 08:15,微博网页版,https://wx3.sinaimg.cn/large/90265fc3ly1hpj9zzxsoej20zj1bctxe.jpg,,,四川,蓝V,超级会员,1
5032408768577775,OdB6czZtd,3604378011,中国新闻社,【#院士汪耕逝世#】#汪耕逝世#中国共产党党员，教授级高级工程师，中国科学院学部委员（院士)，世界著名汽轮发电机专家，上海电气集团上海电机厂有限公司原副厂长、副总工程师、上海交通大学兼职教授汪耕同志，于2024年5月8日12点31分因病医治无效，在上海逝世，享年96岁。（南京日报）,,,,"院士汪耕逝世,汪耕逝世",1,1,8,2024-05-10 09:06,微博网页版,https://wx4.sinaimg.cn/large/d6d6719bly1hpk59wysopj20j61fbdre.jpg,,,,普通用户,超级会员,1
5032609233244005,OdGjxdBUF,7187348607,玫瑰与洋桔梗_momo,上海交通大学超话24考研上海交通大学文化产业管理（上交文管）初试复试第一已上岸，出640和877备考笔记，可答疑，欢迎咨询～,,,,,1,1,6,2024-05-10 22:23,上海交通大学超话,https://wx4.sinaimg.cn/large/007QpnHxly1hpksa9xuv6j30ts0bcmyr.jpg,,,山东,普通用户,非会员,0
5032473570318075,OdCMJ1kKf,3302244901,小温闲聊,温州身边事超话【#专科姑娘用7年逆袭成为上海交大研究生#】#温州身边事#专科→藏区战士→专升本→本科→研究生上岸。今年9月温州医科大学药学院学生安梦园将开启上海交通大学的硕士生活，这是她过去7年青春时光的最新注脚。2017年安梦园还是一名专科院校医学生，和所有新生一样也面临过迷茫。2018年安梦园坐上了前往西藏的青春列车，“梦圆”卫国戍边，多次参与医疗救助和义诊活动。2020年安梦园退伍归校，全力以赴备考“专升本”，2022年她“梦圆”温州医科大学药学院，入校后短短两年修读完其他学制三四年的课程，在校期间专业成绩排名第二。之后又考研备战，最终“梦圆”上海交通大学药学院。L中国蓝新闻的微博视频,,温州,,"专科姑娘用7年逆袭成为上海交大研究生,温州身边事",0,1,6,2024-05-10 13:24,温州身边事超话,,"http://f.video.weibocdn.com/o0/yX7Cm6gxlx08eIT7uj3q0104120058CR0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1749215788&ssig=WpDKSa45Sv&KID=unistore,video",,浙江,黄V,会员,9
5032440106058356,OdBUKpq3q,2954851262,荔枝家教,需要中介费，普陀区中环锦园，高一，数学，基础一般，一周一次，周末，复交或华师大，女大学生400元2小时上海超话上海家教中心超话##上海大学生##上海复旦大学[超话]##上海交通大学[超话]##上海东华大学#,,,,,0,3,1,2024-05-10 11:11,微博网页版,,,,广东,普通用户,非会员,0
5032484993504407,OdD59eHEH,5585485049,021视频,【一起加油！#姚明鼓励湖南篮球女孩考上海交大#】5月9日，“篮球正青春”友谊赛相关活动在长沙举行。活动中，中国篮协主席姚明在活动中鼓励湖南高三女孩、怀化凉亭坳学校原女篮队员蒋慧霞“考上海交大”，并表示离巴黎奥运会只有2个月，“我们压力也很大”“一起加油”。L021视频的微博视频,,,,姚明鼓励湖南篮球女孩考上海交大,0,1,5,2024-05-10 14:09,微博视频号,,"http://f.video.weibocdn.com/o0/IsZKZpfDlx08eK9miBaw010412008HyA0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1749215764&ssig=hmeAWPSTKj&KID=unistore,video",,,普通用户,超级会员,2
5032500204144672,OdDtGhody,5107945152,五粮液,#中国品牌日#品牌，是企业的灵魂，也是国家综合实力的体现。在“和美传承活态保护”主题沙龙中，谈到中国品牌的核心竞争力与中国白酒传播重点时，上海交通大学管理学院教授、博士生导师，上海交通大学中国企业发展研究院院长，上海交通大学品牌研究中心主任余明阳先生认为，中国品牌在未来需要着力发展科技硬实力与文化软实力，五粮液在这两方面已卓有成效。未来中国品牌的出路，在于通过科技赋能于品、文化赋能于牌，通过两大抓手讲好中国品牌故事。在中国白酒传播重点上，五粮液将文化贯彻于心，显于型，取得了很好的成果，未来可以深挖酒的价值、情绪价值与感官价值，作为今后品牌传播的重点。#探川酒之源品大国浓香#,,,,"中国品牌日,探川酒之源 品大国浓香",0,0,6,2024-05-10 15:10,iPhone 15 Pro Max,https://wx3.sinaimg.cn/large/005zGpS8gy1hpkfrzvpgfj32431eo4fl.jpg,,,四川,蓝V,非会员,0
5032428439601374,OdBBVEhKS,1991123083,江西日报,【#院士汪耕逝世#】#汪耕逝世#中国共产党党员，教授级高级工程师，中国科学院学部委员（院士)，世界著名汽轮发电机专家，上海电气集团上海电机厂有限公司原副厂长、副总工程师、上海交通大学兼职教授汪耕同志，于2024年5月8日12点31分因病医治无效，在上海逝世，享年96岁。汪耕院士，一路走好（南京日报）,,,,"院士汪耕逝世,汪耕逝世",0,1,3,2024-05-10 10:25,微博网页版,https://wx4.sinaimg.cn/large/002aKy4rgy1hpk78rs8qdj60j60lk79m02.jpg,,,,普通用户,会员,7
5032294255692214,Ody7vnSNU,5866181344,Vikiakivi-11,歌手大赛宣传照存图突然想发发发发发发发！！#上海交通大学##校园歌手大赛#,,上海·上海交通大学,,"上海交通大学,校园歌手大赛",0,1,3,2024-05-10 01:31,iPhone客户端,https://wx2.sinaimg.cn/large/006oZTK8ly1hpjs2rwptcj30zk1hcqkx.jpg,,,上海,普通用户,非会员,0
5032431982216384,OdBHE9iA8,3811292249,growing_up-,高校的这些系统做得像💩一样！像💩一样！,,,,,0,2,0,2024-05-10 10:39,微博轻享版,https://wx4.sinaimg.cn/large/e32bb459ly1hpk7xwryhyj20u0140jy1.jpg,,,上海,普通用户,会员,4
5032536865244932,OdEqOm0rG,6665773039,西部国际传播中心,【2024陆海财经论坛即将启幕中外嘉宾齐聚重庆探讨品牌出海新时代】全球供应链深刻重构，中国制造业如何应对出海的机遇与挑战？在美西方政客“去风险”“中国产能过剩”论的影响下，中国企业如何进行海外布局？5月18日，来自新加坡、美国、阿根廷、德国、塞尔维亚、巴基斯坦、尼泊尔等20余国的中外嘉宾200余人，将齐聚重庆悦来国际会议中心，参加2024陆海财经论坛，围绕“机遇中国：品牌出海新时代从重庆走向世界”主题，展开讨论对话，帮助企业对全球市场建立新的认知、提供应对出海难题的新思路。提供全球化市场的深刻洞察本次论坛由西部国际传播中心联合中信出版集团、中国日报中国观察智库联合举办，由市委宣传部、市政府外事办、市经信委、市商务委等部门支持，将邀请包括知名全球战略学者、AlphaGeo创始人兼首席执行官、地缘政治、全球化、外交议题专家帕拉格·康纳，上海交通大学中国质量发展研究院客座研究员《供应链攻防战》作者林雪萍，中信智库专家委员会主任、中信建投证券研究所所长兼国际业务部负责人武超则，科特勒咨询集团全球合伙人、大中华区及新加坡CEO曹虎在内的国内外专家、学者和行业大咖，分别从全球产业变局与中国企业出海机遇、中国企业如何应对全球供应链深刻重构、2024全球重点市场的产业需求、中国企业品牌全球化探索成功之道等角度进行分享，提供全球化市场的深刻洞察。对话环节探讨企业出海方略在论坛的对话环节，将邀请华尔街日报、财富杂志、哈佛商业评论等国际财经媒体相关负责人，同阿里国际站、亚马逊中国商务负责人在内的行业大咖专家，与通道物流和长安汽车、赛力斯等出海企业负责人对话讨论。话题包括企业如何围绕构建高效销售渠道、开展本地化营销策划、提升品牌国际影响力。企业在跨境融资、供应链物流等方面的创新实践经验，以及如何利用国际先进人工智能技术和社交化智能化跨境平台，实现产品出海、品牌出海，为企业出海提供实战方略。将发布中国企业出海发展研究报告论坛还将邀请中信建投证研究所海外经济与大类资产首席分析师钱伟，发布中信建投证券研究所《中国企业出海发展研究报告》（2024）。该报告将回答发达国家的出海历史经验对我国有何借鉴意义，我国企业出海的优势和难点，各行各业中已经有哪些企业在海外市场如鱼得水等问题。报告既囊括了企业出海的宏观大势研判，也覆盖了二十多个行业的出海经验和案例，用专业的洞察和分析为中国企业的海外发展提供宝贵的建议。搭建企业出海交流服务桥梁论坛还将举办“重庆造”产业出海资源对接会，邀请进出口服务机构、金融机构、律所等方面的负责人，进行4场主题对接会。分别为：中国企业如何融入非洲市场、东南亚市场开发的政策与法律应对、中国企业出海如何获得跨境金融支持、开通国际电商独立站、跨境电商网店的路径与流量玩法。晚上将举办“陆海之约”交流晚宴，驻华使节、外国驻川渝总领事、知名企业家、跨境支撑服务单位以及重庆市专精特新企业负责人参加并餐叙交流。相关政府部门还将介绍重庆的区位优势、产业特色、发展机遇。@中信出版集团（文/记者陈冬艳陈展，图/中信出版）机遇中国品牌重庆超话#机遇中国品牌重庆#图1：知名全球战略学者，AlphaGeo创始人兼首席执行官，地缘政治、全球化、外交议题专家帕拉格·康纳。图2：中信建投证券研究所的《中国企业出海发展研究报告》（2024）将在论坛上首发。（图片：中信出版）图3：论坛报名链接，席位有限，先到先得,,,中信出版集团,机遇中国品牌重庆,0,0,4,2024-05-10 17:35,机遇中国品牌重庆超话,"https://wx4.sinaimg.cn/large/007h6U4ngy1hpkjvzz6iqj30ef0hjq6n.jpg,https://wx1.sinaimg.cn/large/007h6U4ngy1hpkjvzd8rxj30ve18gwwa.jpg,https://wx1.sinaimg.cn/large/007h6U4ngy1hpkjw0fukxj30kf0kfmzv.jpg",,,重庆,蓝V,非会员,0
5032513103729122,OdDOufE78,6673203673,累了就放空自己why,我个人是狂躁型人格。在我心里容量比较大的时候，我包容过很多人。基本就是被别人当血包和肉垫的存在。早年宋庆龄起家的时候，给孙中山当秘书和老婆，也算是起到这种作用。但她跟对人做对事，在孙中山去世后依然绽放出巨大的生命能量。但我包容的人价值较低，且让我沦为无价值的奉献者。早年经历的种种伤害让我现在心理容量很低，我需要出口却没有出口。我理解你谁又理解我呢？我现在连电影电视剧都看不下去，因为共情浪费我心理容量。我没有多少感情，但感情来了的时候非常汹涌，对失败的愤恨，对自己的不甘，对以前种种的笑话。我非常喜欢心境平和的时候，那些时候我都会称之为幸福。最近作息紊乱，导致我无法成为一个情感稳定的人。我太了解自己了，我超人的敏感性让我捕捉感情极其敏锐，别人可能根本不会get到。当年我还是infp北京大学超话之前和同学做过虚拟现实的创意、创新与创业课程，其中一个片段是让我看恐怖电影的恐怖部分，然后哭😢我看到特别惊悚的部分只能说出卧槽，面无表情地说出卧槽，根本没有那种drama的惊吓与流泪。这种功能在我进化中已经消失。很遗憾😞因此别人往往会觉得根本看不出我的情感波动，希望这也能是我的厉害之处。说完了本人在外在的不为所动和内心的澎湃汹涌，我觉得这内外两层皮也是我喜欢nici的一款玩偶的理由：披着羊皮的狼，我好喜欢🥰昨天买的玩偶🧸最近有收到某些公司的availabilitycall和拒信，今天在操场上运动，听苦情歌催泪终于是泪流满面，希望减压了吧。#研究生的日常##上海交通大学#上海交通大学超话,,上海·上海交通大学徐汇校区郑坚固体育中心,,"研究生的日常,上海交通大学",0,0,4,2024-05-10 16:01,iPhone客户端,,,,上海,普通用户,非会员,0
5032592720271033,OdFSU18vv,5652470745,广西都市频道,【#院士汪耕逝世#】中国共产党党员，教授级高级工程师，中国科学院学部委员（院士)，世界著名汽轮发电机专家，上海电气集团上海电机厂有限公司原副厂长、副总工程师、上海交通大学兼职教授汪耕同志，于2024年5月8日12点31分因病医治无效，在上海逝世，享年96岁。L广西都市频道的微博视频,,,,院士汪耕逝世,1,0,1,2024-05-10 21:17,微博视频号,,"http://f.video.weibocdn.com/u0/4TAYqHolgx08eKCKU6yA010412002vJP0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1749215627&ssig=OdY7d3B8Ey&KID=unistore,video",,,普通用户,超级会员,1
5032543258935795,OdEB7BuBJ,3037284894,经济日报,#2024中国航天#【#嫦娥六号搭载的巴基斯坦立方星首幅影像揭幕#】10日，中国国家航天局在京举办嫦娥六号任务巴基斯坦立方星数据交接仪式。中国国家航天局局长张克俭向巴基斯坦驻华大使卡里尔·哈什米交接数据，并共同为嫦娥六号任务巴基斯坦立方星拍摄的首幅影像揭幕。8日16时14分，嫦娥六号任务搭载的国际载荷之一巴基斯坦立方星与轨道器在周期12小时环月大椭圆轨道的远月点附近分离，随后成功拍摄第一幅影像。巴基斯坦立方星项目实现“成功分离，获得遥测”的既定目标，取得圆满成功。巴基斯坦空间技术研究所和上海交通大学于2023年初启动巴基斯坦立方星联合研制，2024年按计划完成与探测器的总装、测试和发射场准备，5月3日随嫦娥六号探测器发射升空。巴基斯坦立方星项目成功验证了纳卫星月球轨道探测技术，探索了中巴月球与深空探测任务合作模式，为后续任务中双方更深入的合作奠定了基础。（记者佘惠敏）,,,,"2024中国航天,嫦娥六号搭载的巴基斯坦立方星首幅影像揭幕",1,0,1,2024-05-10 18:01,微博网页版,"https://wx3.sinaimg.cn/large/003jy8y2ly1hpkkpwktomj60fe0bgn0d02.jpg,https://wx1.sinaimg.cn/large/003jy8y2ly1hpkkpwwvt6j61jl15m7u302.jpg,https://wx3.sinaimg.cn/large/003jy8y2ly1hpkkpwmx2ej60fd0biacz02.jpg",,,,普通用户,超级会员,1
5032571287901949,OdFkkx9EN,7488069422,河南商报,【#4岁女童海滩走失炒作团伙被移送起诉#】　　去年以来，在国家网信办指导支持下，上海市网信办积极组织开展“清朗浦江”系列专项行动，围绕“自媒体”“网络水军”乱象、涉企侵权负面信息频发、网站平台信息管理失范等问题开展集中整治，打击处置了一批违规“自媒体”账号和网站平台。　　在5月10日举行的“清朗浦江·2024”网络生态治理旬行动启动仪式上，上海市网信办对外公布“清朗浦江”典型案例。其中，“消费金融频道”账号发布涉企负面信息要挟开展商业合作、“网络水军”团伙炒作“4岁女童南汇海滩走失”等被通报。部分相关涉案人已被依法采取强制措施。　　“消费金融频道”账号发布涉企负面信息要挟开展商业合作。微信公众号“消费金融频道”发布涉某科技公司负面信息，并在多个平台转发。账号负责人借此要挟相关企业与其进行商业合作，开展所谓“新闻稿营销推广”活动。上海市网信办协调相关部门对其多个平台账号予以依法关闭，同步将其涉嫌敲诈勒索的线索通报公安机关。目前，上海公安机关已抓获“消费金融频道”5人团伙，以涉嫌敲诈勒索罪依法采取强制措施，案件正在进一步侦办中。　　“网络水军”团伙炒作“4岁女童南汇海滩走失”事件。2023年国庆长假期间，一名4岁女童在上海南汇新城海滩走失，引发全网关注。一些网络账号散布“走失女童曾被丢弃”“走失女童父亲为继父”等言论，甚至炮制阴谋论，引发人身攻击。经核查，上述信息均系谣言，上海市网信办迅速协同相关平台，清理造谣传谣、网络暴力、人身攻击等有害信息4605条。根据上海公安机关通报线索，一造谣“水军”团伙通过炒作该事件非法获利4万余元，上海市网信办协调相关部门对涉案网络账号予以依法关闭。目前，团伙中12名成员已被依法移送起诉。　　网络主播陆某峰违规提供证券投资咨询服务。根据上海公安机关提供线索，网络主播陆某峰不具备证券投资咨询业务资格，却利用国内知名短视频平台开展证券投资直播圈粉，诱导网民购买课程，违规提供证券投资咨询服务。经查，陆某峰及其业务团队非法经营金额共计人民币1200万余元，陆某峰因犯非法经营罪已被判处有期徒刑五年六个月。上海市网信办已协调相关部门对该团伙运营的“领悟第七感（中午直播）”“主力思维（早晚直播）”等短视频平台账号予以依法关闭。　　“交大家教”账号假冒仿冒上海交大开展家教业务。由个人用户注册的微信公众号“交大家教”未经授权，使用上海交通大学校徽作为头像，假冒校方名义招募大学生担任教员，吸引中小学生家长聘请家教，以收取家教中介信息费牟取利益。该账号的行为损害了学校、学生和家长等群体的合法权益。上海市网信办已协调相关部门对该账号予以依法关闭。　　一批网络账号散播“西门子撤离中国”谣言被处置。今年3月底，一条“临港的西门子将卖给一家国企，西门子将彻底撤离中国”的消息在网络流传。上海辟谣平台求证后了解到，上述信息系谣言。上海市网信办迅速协调处置，对散布该谣言的“聪明饭团AC”“北城之北201602”等账号予以封禁；对“江湖一沙鹭”“乡村布衣M”等一批账号实施禁言等阶段性处置措施，以正视听。　　“葡田纯原开箱”等短视频账号存在假冒侵权行为。属地某电商平台反映，国内部分知名短视频平台上出现直播侵权现象，在直播间中使用假冒其防伪套件打包商品，吸引流量后售假，欺骗误导消费者。相关行为侵犯企业知识产权，损害消费者权益。上海市网信办会同上海市互联网违法和不良信息举报中心，协调相关部门处置仿冒信息、下架仿冒商品、关闭部分店铺，并对“葡田纯原开箱”等侵权账号予以依法关闭。　　“大师八字”APP传播网络迷信信息。“大师八字”APP借“黄历”“算命”等名义宣扬“命理风水”“运势黄历”等迷信内容，提供“八字合婚”“八字精批”等付费算命问答服务。上海市网信办已指导属地浦东新区网信办约谈平台负责人，下架“大师八字”APP问题版块，处理相关责任人。　　“包图网”等图片网站发布违规营销信息。“包图网”“我图网”“千图网”在商品栏、搜索联想、跟评等重点环节存在色情挑逗、低俗庸俗、不良导向违规营销图片及信息。上海市网信办约谈三家平台负责人，要求各平台履行主体责任，全面排查问题，及时处置违法不良有害信息，健全平台审核机制，并对违规情节严重的“包图网”予以行政处罚。（澎湃新闻）,,,,4岁女童海滩走失炒作团伙被移送起诉,0,1,1,2024-05-10 19:52,微博网页版,https://wx3.sinaimg.cn/large/008aLaVgly1hpknxu24ilj30jg0cyq36.jpg,,,,普通用户,会员,7
5032580619960788,OdFznFNfS,6544312503,吕其华微博,上海交通大学超话☆《轮回》（原创）□河南（吕其华）蝶恋花，在月光下走失连同诗笺千言当蝴蝶在遗忘的路上一次又一次的轮回，渡劫红尘银河太宽鹊翅载来万吨月光向谁，诉别柔肠红尘深处的等待，身披黄昏皱如川，发如霜,,信阳·潢川,,,0,0,3,2024-05-10 20:29,上海交通大学超话,https://wx3.sinaimg.cn/large/0078TgDtly1hpkp0cn3zij30m8099q3c.jpg,,,河南,普通用户,非会员,0
5032412168587196,OdBbGA1Va,1880087643,北京新闻广播,【中国科学院院士、世界著名汽轮发电机专家汪耕逝世】#中国科学院院士汪耕逝世#中国共产党党员，教授级高级工程师，中国科学院学部委员（院士)，世界著名汽轮发电机专家，上海电气集团上海电机厂有限公司原副厂长、副总工程师、上海交通大学兼职教授汪耕同志，于2024年5月8日12点31分因病医治无效，在上海逝世，享年96岁。根据汪耕同志生前遗愿，将遗体捐献给上海市红十字会用于医学科学事业，不举行遗体告别仪式。汪耕1927年10月11日生于江苏南京。1949年毕业于上海交通大学电机工程系。1991年当选为中国科学院院士（学部委员）。是电机设计专家，长期主持50MW、125MW、300MW双水内冷汽轮发电机的创制和完善设计工作。1958年，汪耕参与世界第一台1.2万千瓦双水内冷汽轮发电机的设计方案和关键部件的创制。此后25年间，他主持并组织了双水内冷汽轮发电机研究和完善工作，对双水内冷汽轮发电机在中国的诞生与发展起了重要作用。1985年因参加双水内冷汽轮发电机的创制，获得国家科技进步一等奖。他参与受控核聚变反应研究装置强磁场电源的2套8万千伏安交流脉冲发电机组的设计试制工作，在1987年获得国家科技进步三等奖。1983年、1985年，汪耕两次作为中方设计负责人赴美国与西屋公司联合开发30万千瓦水氢冷汽轮发电机。1987年作为中方设计负责人之一去美国西屋公司进行60万千瓦水氢冷汽轮发电机优化设计。汪耕院士，一路走好！,,,,中国科学院院士汪耕逝世,0,0,3,2024-05-10 09:20,iPhone客户端,https://wx2.sinaimg.cn/large/0023eEGfly1hpk5nzjvsxj60wi10jnc702.jpg,,,,普通用户,超级会员,1
5032430446580273,OdBFarBPr,1262746281,贾若寒,雅思超话雅思口语备考，推荐教材《雅思考官口语》，上海交通大学出版社出版。考研英语、大学英语四六级、高考英语、中考英语也能用来提升写作和语言能力。L贾若寒的微博视频,,,,,1,0,0,2024-05-10 10:32,微博视频号,,"http://f.video.weibocdn.com/o0/Tbc9HvTLlx08eJUtmOwU01041200rvdH0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1749215803&ssig=cR0nqUTsTo&KID=unistore,video",,上海,黄V,会员,7
5032569517640357,OdFhtw3Bz,6885721079,治愈巴斯克,上海交通大学超话出上海交通大学园艺414考研资料,,,,,0,1,0,2024-05-10 19:45,上海交通大学超话,,,,山东,普通用户,非会员,0
5032463119944700,OdCvRFJ4o,7773865784,lzwgffshyh,自己的大学就是要自己选呐～突然觉得毕业毕早了#上海交通大学#微博VC计划#Llzwgffshyh的微博视频,,,,上海交通大学,0,1,0,2024-05-10 12:42,微博视频号,,"http://f.video.weibocdn.com/u0/IbI46MMkgx08eK3nPiQ00104120059jI0E010.mp4?label=mp4_720p&template=1080x1920.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1749215788&ssig=8sYjS%2BYAhA&KID=unistore,video",,浙江,蓝V,超级会员,2
5032440378426856,OdBVbzmd2,2954851262,荔枝家教,免信息费；宝山区泰和西路3463弄，四年级，辅导数学英语，一周2次，周末，男大学生160元2小时上海家教中心超话上海家教中心超话#上海开放大学##上海师范大学#上海交通大学超话,,,,"上海开放大学,上海师范大学",0,1,0,2024-05-10 11:12,微博网页版,,,,广东,普通用户,非会员,0
5032439490281695,OdBTL1bht,2954851262,荔枝家教,需要中介费；松江区DAILYOPEN(九亭店)，六年级数学，基础不好，一周二次，周末星期五，理科专业优先，女大学生260元2小时上海家教中心超话上海超话上海交通大学超话#上海开放大学##上海师范大学#,,,,"上海开放大学,上海师范大学",0,1,0,2024-05-10 11:08,微博网页版,,,,广东,普通用户,非会员,0
5032407562979582,OdB4gcv7M,6246534905,妖丨魔双城记,校园超话【#专科姑娘用7年逆袭成为上海交大研究生#】专科→藏区战士→专升本→本科→研究生上岸。今年9月温州医科大学药学院学生安梦园将开启上海交通大学的硕士生活，这是她过去7年青春时光的最新注脚。2017年安梦园还是一名专科院校医学生，和所有新生一样也面临过迷茫。2018年安梦园坐上了前往西藏的青春列车，“梦圆”卫国戍边，多次参与医疗救助和义诊活动。2020年安梦园退伍归校，全力以赴备考“专升本”，2022年她“梦圆”温州医科大学药学院，在校期间她专业成绩排名第二，还荣获浙江省优秀毕业生。之后又考研备战，最终“梦圆”上海交通大学药学院。（来源：温州日报）L中国蓝新闻的微博视频,,,,专科姑娘用7年逆袭成为上海交大研究生,0,1,0,2024-05-10 09:02,iPhone客户端,,"http://f.video.weibocdn.com/o0/yX7Cm6gxlx08eIT7uj3q0104120058CR0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1749215835&ssig=jwmQCqERzU&KID=unistore,video",,广东,普通用户,非会员,0
5032521537945888,OdE25xl5u,2613324761,中国教育在线,【巨星陨落！中国科学院院士、世界著名汽轮发电机专家汪耕逝世】中国共产党党员，教授级高级工程师，中国科学院学部委员(院士)，世界著名汽轮发电机专家，上海电气集团上海电机厂有限公司原副厂长、副总工程师、上海交通大学兼职教授汪耕同志，于2024年5月8日12点31分因病医治无效，在上海逝世，享年96岁。根据汪耕同志生前遗愿，将遗体捐献给上海市红十字会用于医学科学事业，不举行遗体告别仪式。　　汪耕1927年10月11日生于江苏南京。1949年毕业于上海交通大学电机工程系。1991年当选为中国科学院院士(学部委员)。是电机设计专家，长期主持50MW、125MW、300MW双水内冷汽轮发电机的创制和完善设计工作。　　1958年，汪耕参与世界第一台1.2万千瓦双水内冷汽轮发电机的设计方案和关键部件的创制。此后25年间，他主持并组织了双水内冷汽轮发电机研究和完善工作，对双水内冷汽轮发电机在中国的诞生与发展起了重要作用。1985年因参加双水内冷汽轮发电机的创制，获得国家科技进步一等奖。他参与受控核聚变反应研究装置强磁场电源的2套8万千伏安交流脉冲发电机组的设计试制工作，在1987年获得国家科技进步三等奖。　　1983年、1985年，汪耕两次作为中方设计负责人赴美国与西屋公司联合开发30万千瓦水氢冷汽轮发电机。1987年作为中方设计负责人之一去美国西屋公司进行60万千瓦水氢冷汽轮发电机优化设计。　　汪耕院士，一路走好！（via上海电气）#两院院士#,,,,两院院士,0,0,2,2024-05-10 16:34,微博网页版,https://wx2.sinaimg.cn/large/9bc42bd9ly1hpki7pkaw7j20rh0vf7lt.jpg,,,北京,蓝V,非会员,0
5032519823786277,OdDZkfSYZ,3174821330,卡文迪许唯溢,再看到NMT好像见到故人,,,,,0,0,2,2024-05-10 16:28,真我Q2 Pro 轻潮范,https://wx1.sinaimg.cn/large/bd3bedd2ly1hpki0hwpqkj20u00mz40u.jpg,,,江苏,普通用户,非会员,0
5032608903989287,OdGj0gJNl,7187348607,玫瑰与洋桔梗_momo,24考研上海交通大学文化产业管理（上交文管）初试复试第一已上岸，出640和877备考笔记，可答疑，欢迎咨询～上海交通大学超话文化产业管理超话,,,,,0,0,1,2024-05-10 22:22,iPhone客户端,https://wx2.sinaimg.cn/large/007QpnHxly1hpks7tvh95j30ts0bc75w.jpg,,,山东,普通用户,非会员,0
5032589275963249,OdFNlp1jr,7717280161,BluestarStubbro,5月10日，中国国家航天局在京举办嫦娥六号任务巴基斯坦立方星数据交接仪式。中国国家航天局局长张克俭向巴基斯坦驻华大使卡里尔·哈什米交接数据，并共同为嫦娥六号任务巴基斯坦立方星拍摄的首幅影像揭幕，中国国家航天局总工程师李国平主持。国家航天局国际合作司、探月与航天工程中心、中国科学院国家天文台、上海交通大学、巴基斯坦空间和外大气层研究委员会及亚太空间合作组织等单位代表出席。5月8日16时14分，嫦娥六号任务搭载的国际载荷之一巴基斯坦立方星与轨道器在周期12小时环月大椭圆轨道的远月点附近分离，随后成功拍摄第一幅影像。巴基斯坦立方星项目实现“成功分离，获得遥测”的既定目标，取得圆满成功。#嫦娥六号任务巴基斯坦立方星数据完成交接##嫦娥六号##中巴友谊#,,,,"嫦娥六号任务巴基斯坦立方星数据完成交接,嫦娥六号,中巴友谊",0,0,1,2024-05-10 21:04,滴 学生卡,"https://wx2.sinaimg.cn/large/008qgV6Fly1hpkpzwxspnj30u00gwdml.jpg,https://wx2.sinaimg.cn/large/008qgV6Fly1hpkpzx8fwqj30u00gwgsc.jpg,https://wx2.sinaimg.cn/large/008qgV6Fly1hpkpzxiojoj30u00gwdn7.jpg",,,河南,黄V,非会员,0
5032554418144584,OdET7yaMg,5617150275,五谷财经,【国家（上海）儿童医学中心英氏“科学5阶喂养研究基地”正式揭牌】近日，英氏与国家（上海）儿童医学中心/上海交通大学医学院附属上海儿童医学中心联合成立的“科学5阶喂养研究基地”在长沙英氏总部揭牌。该基地依托与上海交通大学、中国科学院上海营养与健康研究所、江南大学等高校及科研机构合作的国家十四五重点研发计划儿童营养健康食品制造关键技术研究与产品创制（项目编号2023YFF1104300）项目，是专业科研力量与行业尖端科研水准的强强联合，建成后将进一步加强儿童营养健康食品在产学研用全链条的深入合作，为中国儿童提供更健康的营养喂养方案。,,,,,0,0,1,2024-05-10 18:45,HarmonyOS设备,,,,北京,普通用户,非会员,0
